1.0000666690392525e-100,3.0893638338334045e-08,3.0893638338334045e-08
1.0000666690392525e-100,3.9273495365605684e-07,3.9273495365605684e-07
1.0000666690392525e-100,0.0001368880270919553,0.0001368880270919553
1.0000666690392525e-100,2.613378545072308e-08,2.613378545072308e-08
1.0000666690392525e-100,4.1407576457884154e-08,4.1407576457884154e-08
1.0000666690392525e-100,2.613229226821186e-08,2.613229226821186e-08
1.0000666690392525e-100,1.5352348172976453e-07,1.5352348172976453e-07
1.0000666690392525e-100,4.4466364702808317e-07,4.4466364702808317e-07
1.0000666690392525e-100,4.921046211010863e-07,4.921046211010863e-07
1.0000666690392525e-100,4.139858390120706e-08,4.139858390120706e-08
1.0000666690392525e-100,1.5989731326447097e-07,1.5989731326447097e-07
1.0000666690392525e-100,3.604872217864168e-08,3.604872217864168e-08
1.0000666690392525e-100,4.150974289892279e-08,4.150974289892279e-08
1.0000666690392525e-100,3.617054997948454e-08,3.617054997948454e-08
1.0000666690392525e-100,5.296776855530943e-08,5.296776855530943e-08
1.0000666690392525e-100,2.615402653720998e-08,2.615402653720998e-08
1.0000666690392525e-100,7.723820005398802e-08,7.723820005398802e-08
1.0000666690392525e-100,6.210192449304317e-07,6.210192449304317e-07
1.0000666690392525e-100,3.6425168497791295e-08,3.6425168497791295e-08
1.0000666690392525e-100,2.613651248555591e-08,2.613651248555591e-08
1.0000666690392525e-100,1.660599718245196e-07,1.660599718245196e-07
1.0000666690392525e-100,3.091490818580197e-08,3.091490818580197e-08
1.0000666690392525e-100,3.0892200027438653e-08,3.0892200027438653e-08
1.0000666690392525e-100,5.878573103611628e-08,5.878573103611628e-08
1.0000666690392525e-100,3.599071770288251e-08,3.599071770288251e-08
1.0000666690392525e-100,3.599591952611632e-08,3.599591952611632e-08
1.0000666690392525e-100,5.284886835209196e-08,5.284886835209196e-08
1.0000666690392525e-100,2.2390510240063284e-07,2.2390510240063284e-07
1.0000666690392525e-100,1.2804955570462173e-07,1.2804955570462173e-07
1.0000666690392525e-100,2.6174852708337735e-08,2.6174852708337735e-08
1.0000666690392525e-100,2.6546674816494354e-08,2.6546674816494354e-08
1.0000666690392525e-100,0.00013812038882092328,0.00013812038882092328
1.0000666690392525e-100,3.622936017695557e-08,3.622936017695557e-08
1.0000666690392525e-100,1.4839240867554344e-06,1.4839240867554344e-06
1.0000666690392525e-100,0.0001353331285195226,0.0001353331285195226
1.0000666690392525e-100,3.1117972304888476e-08,3.1117972304888476e-08
1.0000666690392525e-100,4.744367536774533e-08,4.744367536774533e-08
1.0000666690392525e-100,2.6265505223351874e-08,2.6265505223351874e-08
1.0000666690392525e-100,2.4238987209775656e-08,2.4238987209775656e-08
1.0000666690392525e-100,5.2803679808974944e-08,5.2803679808974944e-08
1.0000666690392525e-100,2.1803172295773144e-08,2.1803172295773144e-08
1.0000666690392525e-100,3.803786322795633e-07,3.803786322795633e-07
1.0000666690392525e-100,2.628041105538413e-08,2.628041105538413e-08
1.0000666690392525e-100,7.125744998540677e-08,7.125744998540677e-08
1.0000666690392525e-100,1.2810842352658463e-07,1.2810842352658463e-07
1.0000666690392525e-100,2.1778364075535736e-08,2.1778364075535736e-08
1.0000666690392525e-100,2.3057638233388635e-07,2.3057638233388635e-07
1.0000666690392525e-100,4.1431820621784525e-08,4.1431820621784525e-08
1.0000666690392525e-100,8.971456599986133e-08,8.971456599986133e-08
1.0000666690392525e-100,4.3159897267082485e-07,4.3159897267082485e-07
1.0000666690392525e-100,8.974205275423584e-08,8.974205275423584e-08
1.0000666690392525e-100,1.9216152734633706e-07,1.9216152734633706e-07
1.0000666690392525e-100,2.1767242357218573e-08,2.1767242357218573e-08
1.0000666690392525e-100,3.282473926578705e-07,3.282473926578705e-07
1.0000666690392525e-100,1.088848099615927e-07,1.088848099615927e-07
1.0000666690392525e-100,9.614385812674962e-08,9.614385812674962e-08
1.0000666690392525e-100,7.091158412936697e-07,7.091158412936697e-07
1.0000666690392525e-100,4.152150110629866e-08,4.152150110629866e-08
1.0000666690392525e-100,2.0496331189344585e-07,2.0496331189344585e-07
1.0000666690392525e-100,2.181446108841855e-08,2.181446108841855e-08
1.0000666690392525e-100,1.7264854135371948e-07,1.7264854135371948e-07
1.0000666690392525e-100,1.533335503504745e-06,1.533335503504745e-06
1.0000666690392525e-100,0.006625964040051527,0.006625964040051527
1.0000666690392525e-100,2.6145721903036425e-08,2.6145721903036425e-08
1.0000666690392525e-100,3.7975054990089104e-07,3.7975054990089104e-07
1.0000666690392525e-100,2.6136126089254483e-08,2.6136126089254483e-08
1.0000666690392525e-100,1.4717982194108188e-07,1.4717982194108188e-07
1.0000666690392525e-100,2.61575409980222e-08,2.61575409980222e-08
1.0000666690392525e-100,1.2155194941841178e-07,1.2155194941841178e-07
1.0000666690392525e-100,3.0967160362052606e-08,3.0967160362052606e-08
1.0000666690392525e-100,3.100834244789108e-08,3.100834244789108e-08
1.0000666690392525e-100,3.6428281684314855e-08,3.6428281684314855e-08
1.0000666690392525e-100,4.6430697554011336e-07,4.6430697554011336e-07
1.0000666690392525e-100,1.0867640854246342e-07,1.0867640854246342e-07
1.0000666690392525e-100,4.700989056772878e-08,4.700989056772878e-08
0.9353982089458179,0.914894208610311,0.020504000335506922
1.0000666690392525e-100,4.70072902090449e-08,4.70072902090449e-08
1.0000666690392525e-100,3.103200372610786e-08,3.103200372610786e-08
0.01023108731341226,0.009939571481743075,0.00029151583166918404
1.0000666690392525e-100,0.00015542560853303903,0.00015542560853303903
1.0000666690392525e-100,3.093864941824349e-08,3.093864941824349e-08
1.0000666690392525e-100,1.5979698824789147e-07,1.5979698824789147e-07
1.0000666690392525e-100,3.4718467708767023e-07,3.4718467708767023e-07
1.0000666690392525e-100,5.280457913379799e-08,5.280457913379799e-08
0.009351637858738868,0.009435042692273183,8.340483353431495e-05
1.0000666690392525e-100,3.3356172391486206e-07,3.3356172391486206e-07
1.0000666690392525e-100,3.090365379566027e-08,3.090365379566027e-08
1.0000666690392525e-100,7.101761031120785e-08,7.101761031120785e-08
